,Split 1,Split 2,Cohort Date,Registration C,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share,Split 3
159,EmberHoldings_C,Canada,2025-10-28,6,3,88,1.67,33.33,0.0,0.0,88,3,88,88,3,88,3,4,119,320.0,76,76,76,76,105,66.67,Unknown
160,EmberHoldings_C,Canada,2025-10-29,5,2,49,1.5,50.0,0.0,50.0,49,2,74,74,3,74,3,3,74,213.0,40,14,32,61,61,50.0,Unknown
161,EmberHoldings_C,Spain,2025-08-20,3,1,20,5.0,100.0,100.0,100.0,100,3,100,160,5,160,5,5,160,130.0,91,91,144,144,144,100.0,Unknown
162,EmberHoldings_C,Spain,2025-08-25,20,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,130.0,33,33,32,33,33,100.0,Unknown
163,EmberHoldings_C,Spain,2025-08-26,3,1,50,8.0,100.0,0.0,0.0,50,1,50,50,1,50,1,5,160,130.0,-131,-81,-81,-529,-753,100.0,Unknown
164,EmberHoldings_C,Spain,2025-08-27,23,5,190,1.6,20.0,20.0,20.0,250,8,250,250,8,250,8,8,250,650.0,165,165,153,166,166,80.0,Unknown
165,EmberHoldings_C,Spain,2025-08-28,35,10,230,13.9,30.0,30.0,30.0,710,27,770,870,35,1040,42,64,1510,1300.0,464,530,463,814,1230,90.0,Unknown
166,EmberHoldings_C,Spain,2025-08-29,18,5,208,1.2,20.0,20.0,20.0,228,6,228,228,6,228,6,6,228,650.0,109,120,178,179,179,60.0,Unknown
167,EmberHoldings_C,Spain,2025-09-01,14,3,60,1.33,33.33,33.33,33.33,80,4,80,80,4,80,4,4,80,335.0,44,44,47,47,47,100.0,Unknown
168,EmberHoldings_C,Spain,2025-09-02,7,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,223.0,-130,-172,55,55,55,50.0,Unknown
169,EmberHoldings_C,Spain,2025-09-03,10,2,70,1.5,50.0,50.0,50.0,90,3,90,90,3,90,3,3,90,223.0,26,26,26,26,26,0.0,Unknown
170,EmberHoldings_C,Spain,2025-09-04,4,1,20,3.0,100.0,0.0,0.0,20,1,20,20,1,20,1,1,20,112.0,17,17,17,17,17,100.0,Unknown
171,EmberHoldings_C,Spain,2025-09-10,4,2,40,1.5,50.0,0.0,50.0,60,3,60,60,3,60,3,3,60,223.0,-54,-25,48,47,47,100.0,Unknown
172,EmberHoldings_C,Spain,2025-09-13,1,1,20,18.0,100.0,100.0,100.0,140,7,140,140,7,140,7,11,220,112.0,117,116,116,117,182,0.0,Unknown
173,EmberHoldings_C,Spain,2025-09-16,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,112.0,15,15,15,15,15,100.0,Unknown
174,EmberHoldings_C,Spain,2025-09-29,14,2,40,2.0,50.0,50.0,50.0,80,4,80,80,4,80,4,4,80,223.0,-94,66,69,69,69,100.0,Unknown
175,EmberHoldings_C,Spain,2025-09-30,7,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,112.0,16,16,16,16,16,100.0,Unknown
176,EmberHoldings_C,Spain,2025-10-06,3,1,20,3.0,100.0,0.0,100.0,60,3,60,60,3,60,3,3,60,107.0,6,6,6,6,6,100.0,Unknown
177,EmberHoldings_C,Spain,2025-10-23,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,107.0,-3,15,15,15,16,100.0,Unknown
178,EmberHoldings_C,Spain,2025-12-01,1,1,50,2.0,100.0,100.0,100.0,100,2,100,100,2,100,2,2,100,130.0,83,83,83,83,83,0.0,Unknown
179,EmberHoldings_C,Spain,2025-12-02,5,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,-2,-2,-2,-2,-2,0.0,Unknown
180,EmberHoldings_C,Spain,2025-12-03,6,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,130.0,44,44,44,44,44,100.0,Unknown
181,EmberHoldings_C,France,2025-08-22,4,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,200.0,-49,-48,-28,33,33,100.0,Unknown
182,EmberHoldings_C,France,2025-08-25,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,14,14,14,14,14,0.0,Unknown
183,EmberHoldings_C,France,2025-09-02,4,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,82.0,16,16,17,17,17,100.0,Unknown
184,EmberHoldings_C,France,2025-09-04,3,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,82.0,41,41,41,41,41,0.0,Unknown
185,EmberHoldings_C,France,2025-09-06,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,82.0,13,16,16,16,16,100.0,Unknown
186,EmberHoldings_C,France,2025-09-09,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,82.0,17,15,16,16,16,100.0,Unknown
187,EmberHoldings_C,France,2025-09-10,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,82.0,17,17,17,17,17,100.0,Unknown
188,EmberHoldings_C,France,2025-09-12,2,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,163.0,35,35,35,35,35,100.0,Unknown
189,EmberHoldings_C,France,2025-09-16,10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,82.0,17,17,17,17,17,100.0,Unknown
190,EmberHoldings_C,France,2025-09-17,7,2,70,1.5,50.0,50.0,50.0,90,3,90,90,3,90,3,3,90,163.0,-36,-36,58,58,73,50.0,Unknown
191,EmberHoldings_C,France,2025-09-19,4,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,82.0,-3,-3,-3,-3,-3,0.0,Unknown
192,EmberHoldings_C,France,2025-09-25,3,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,163.0,32,34,34,34,34,50.0,Unknown
193,EmberHoldings_C,France,2025-09-26,6,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,163.0,38,38,38,40,40,0.0,Unknown
194,EmberHoldings_C,France,2025-09-27,1,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,82.0,43,43,43,43,43,100.0,Unknown
195,EmberHoldings_C,France,2025-09-29,18,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,82.0,19,19,19,19,19,0.0,Unknown
196,EmberHoldings_C,France,2025-10-03,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,77.0,10,10,11,11,12,100.0,Unknown
197,EmberHoldings_C,France,2025-10-06,19,5,100,2.2,60.0,40.0,60.0,180,9,220,220,11,220,11,11,220,284.0,-124,-83,-83,-83,-83,20.0,Unknown
198,EmberHoldings_C,France,2025-10-08,30,2,40,1.5,50.0,50.0,50.0,60,3,60,60,3,60,3,3,60,153.0,53,52,52,52,52,100.0,Unknown
199,EmberHoldings_C,France,2025-10-09,14,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,153.0,0,17,51,57,57,50.0,Unknown
200,EmberHoldings_C,France,2025-10-15,7,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,77.0,12,2,1,16,16,100.0,Unknown
201,EmberHoldings_C,France,2025-10-17,2,2,40,2.0,50.0,50.0,50.0,80,4,80,80,4,80,4,4,80,153.0,8,9,9,9,9,100.0,Unknown
202,EmberHoldings_C,France,2025-10-18,2,2,40,5.0,100.0,0.0,50.0,40,2,60,60,3,160,8,10,200,53.0,32,49,49,139,174,50.0,Unknown
203,EmberHoldings_C,Croatia,2025-09-17,1,1,20,6.0,100.0,100.0,100.0,110,5,160,160,6,160,6,6,160,-18.0,87,141,141,141,141,0.0,Unknown
204,EmberHoldings_C,Germany,2025-09-05,1,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,142.0,1,29,29,29,29,0.0,Unknown
205,EmberHoldings_C,Germany,2025-10-08,7,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,137.0,-4,-4,17,17,17,0.0,Unknown
206,EmberHoldings_C,Greece,2025-09-04,12,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,163.0,34,34,34,34,34,100.0,Unknown
207,EmberHoldings_C,Greece,2025-09-05,13,3,60,3.67,33.33,33.33,33.33,80,4,80,100,5,120,6,10,200,245.0,35,35,68,108,179,66.67,Unknown
208,EmberHoldings_C,Greece,2025-09-06,17,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,163.0,16,16,16,16,16,50.0,Unknown
209,EmberHoldings_C,Greece,2025-09-07,21,5,130,2.6,60.0,40.0,60.0,290,13,290,290,13,290,13,13,290,408.0,-3,133,240,240,240,60.0,Unknown
210,EmberHoldings_C,Greece,2025-09-08,17,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,82.0,-2,6,12,12,12,0.0,Unknown
211,EmberHoldings_C,Greece,2025-09-09,33,3,60,1.33,33.33,0.0,0.0,60,3,60,60,3,60,3,3,60,245.0,-94,-94,-209,-268,-46,100.0,Unknown
212,EmberHoldings_C,Greece,2025-09-10,19,1,30,1.0,0.0,0.0,0.0,30,1,30,30,1,30,1,1,30,82.0,26,26,26,26,26,100.0,Unknown
213,EmberHoldings_C,Hong Kong,2025-09-16,1,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,-18.0,35,35,35,35,35,100.0,Unknown
214,EmberHoldings_C,Italy,2025-08-19,4,1,20,16.0,100.0,100.0,100.0,200,10,200,200,10,340,16,16,340,130.0,189,189,189,316,316,100.0,Unknown
215,EmberHoldings_C,Italy,2025-08-20,18,3,90,1.0,0.0,0.0,0.0,90,3,90,90,3,90,3,3,90,390.0,54,54,59,59,59,100.0,Unknown
216,EmberHoldings_C,Italy,2025-08-21,39,5,135,23.6,60.0,0.0,40.0,135,5,160,205,8,245,10,16,365,650.0,-359,-459,-295,-263,-535,80.0,Unknown
217,EmberHoldings_C,Italy,2025-08-22,17,4,110,2.0,25.0,0.0,0.0,110,4,110,110,4,110,4,4,110,520.0,-43,-16,88,93,93,100.0,Unknown
218,EmberHoldings_C,Italy,2025-08-24,10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,18,18,18,18,18,0.0,Unknown
219,EmberHoldings_C,Italy,2025-08-25,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,8,8,22,22,22,100.0,Unknown
220,EmberHoldings_C,Italy,2025-10-08,5,1,20,5.0,100.0,100.0,100.0,100,5,100,100,5,100,5,5,100,107.0,90,90,90,90,90,0.0,Unknown
221,EmberHoldings_C,Italy,2025-10-09,2,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,20,1,2,40,107.0,15,13,14,14,33,100.0,Unknown
222,EmberHoldings_C,Italy,2025-10-15,5,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,107.0,40,40,40,40,40,100.0,Unknown
223,EmberHoldings_C,Italy,2025-10-16,11,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,107.0,16,16,16,16,16,0.0,Unknown
224,EmberHoldings_C,Italy,2025-10-19,9,1,20,2.0,100.0,0.0,100.0,20,1,40,40,2,40,2,2,40,107.0,-25,-17,11,37,37,100.0,Unknown
225,EmberHoldings_C,Italy,2025-10-22,13,3,60,1.0,0.0,0.0,0.0,60,3,60,60,3,60,3,3,60,320.0,5,47,47,50,50,100.0,Unknown
226,EmberHoldings_C,Italy,2025-10-23,25,3,90,1.33,33.33,33.33,33.33,110,4,110,110,4,110,4,4,110,320.0,87,87,90,90,90,33.33,Unknown
227,EmberHoldings_C,Italy,2025-10-27,11,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,107.0,16,16,16,16,16,100.0,Unknown
228,EmberHoldings_C,Italy,2025-11-12,1,1,21,13.0,100.0,0.0,0.0,21,1,21,21,1,212,10,12,267,130.0,-310,-250,-251,-125,-48,0.0,Unknown
229,EmberHoldings_C,Poland,2025-10-05,10,2,71,1.5,50.0,0.0,50.0,71,2,94,94,3,94,3,3,94,153.0,-2,19,19,19,19,50.0,Unknown
230,EmberHoldings_C,Poland,2025-10-07,1,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,77.0,21,21,21,21,21,100.0,Unknown
231,EmberHoldings_C,Poland,2025-10-08,3,1,35,5.0,100.0,100.0,100.0,141,5,141,141,5,141,5,5,141,77.0,129,129,129,129,129,100.0,Unknown
232,EmberHoldings_C,Poland,2025-10-10,12,3,82,1.0,0.0,0.0,0.0,82,3,82,82,3,82,3,3,82,230.0,61,60,66,66,66,33.33,Unknown
233,EmberHoldings_C,Poland,2025-10-11,1,1,35,3.0,100.0,100.0,100.0,73,3,73,73,3,73,3,3,73,77.0,61,60,60,60,60,0.0,Unknown
234,EmberHoldings_C,Poland,2025-10-16,11,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,77.0,16,17,17,17,17,100.0,Unknown
235,EmberHoldings_C,Portugal,2025-09-04,2,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,57.0,35,35,35,35,35,100.0,Unknown
236,EmberHoldings_C,Portugal,2025-09-16,5,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,57.0,29,30,42,42,42,100.0,Unknown
237,EmberHoldings_C,Portugal,2025-09-17,11,4,120,6.25,75.0,50.0,75.0,300,11,460,520,20,520,20,21,545,227.0,262,303,268,268,291,25.0,Unknown
238,EmberHoldings_C,Portugal,2025-09-18,8,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,57.0,16,16,17,17,17,0.0,Unknown
239,EmberHoldings_C,Portugal,2025-09-19,1,1,50,11.0,100.0,0.0,100.0,50,1,100,180,6,180,6,6,180,57.0,-274,60,151,150,150,0.0,Unknown
240,EmberHoldings_C,Portugal,2025-10-01,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,52.0,14,14,17,17,17,0.0,Unknown
241,EmberHoldings_C,Portugal,2025-10-03,1,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,52.0,-96,-55,46,46,46,100.0,Unknown
242,EmberHoldings_C,Portugal,2025-11-05,1,1,20,5.0,100.0,100.0,100.0,40,2,100,100,5,100,5,5,100,75.0,31,80,80,80,80,0.0,Unknown
243,EmberHoldings_C,Romania,2025-09-11,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,-18.0,15,15,15,15,15,0.0,Unknown
244,EmberHoldings_C,Slovenia,2025-09-16,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,-18.0,16,16,16,16,16,100.0,Unknown
245,EmberHoldings_C,Slovenia,2025-09-17,1,1,20,3.0,100.0,100.0,100.0,60,3,60,60,3,60,3,3,60,-18.0,-43,-43,-44,-6,49,100.0,Unknown
246,EmberHoldings_C,Slovenia,2025-09-18,7,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,-18.0,-2,-2,-2,-2,-2,0.0,Unknown
247,EmberHoldings_C,Slovenia,2025-09-24,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,-18.0,-3,16,16,16,16,0.0,Unknown
248,EmberHoldings_C,Switzerland,2025-09-11,2,1,27,1.0,0.0,0.0,0.0,27,1,27,27,1,27,1,1,27,182.0,22,22,22,22,22,100.0,Unknown
249,Ez-money,Greece,2025-09-17,6,2,40,2.0,50.0,50.0,50.0,80,4,80,80,4,80,4,4,80,255.0,61,59,59,59,59,0.0,facebook
250,Ez-money,Greece,2025-09-18,5,1,50,3.0,100.0,0.0,100.0,50,1,90,90,3,90,3,3,90,127.0,33,72,73,72,72,0.0,facebook
251,Ez-money,Greece,2025-09-19,7,1,20,5.0,100.0,100.0,100.0,40,2,80,80,4,80,4,4,80,127.0,30,63,63,63,63,0.0,facebook
252,Ez-money,Greece,2025-09-21,4,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,255.0,-207,-177,34,37,37,0.0,facebook
253,Ez-money,Greece,2025-09-23,16,2,45,2.0,50.0,0.0,0.0,45,2,45,45,2,45,2,4,100,255.0,37,37,37,37,86,50.0,facebook
254,Ez-money,Greece,2025-09-26,12,1,20,3.0,100.0,0.0,100.0,20,1,60,60,3,60,3,3,60,127.0,16,50,50,50,50,0.0,facebook
255,Ez-money,Greece,2025-09-27,5,2,40,2.5,50.0,50.0,50.0,60,3,60,100,4,100,4,5,120,255.0,48,47,80,80,96,0.0,facebook
256,Ez-money,Greece,2025-09-28,6,3,245,2.67,100.0,66.67,66.67,420,7,420,420,7,420,7,7,420,382.0,313,308,312,314,319,0.0,facebook
257,Ez-money,Greece,2025-09-29,2,1,20,3.0,100.0,0.0,100.0,20,1,20,40,2,40,2,2,40,127.0,16,15,30,30,30,0.0,facebook
258,Ez-money,Greece,2025-10-15,1,1,20,4.0,100.0,0.0,0.0,20,1,20,20,1,20,1,1,20,150.0,18,15,15,15,15,0.0,facebook
259,FBMarlerino_1_C,Italy,2025-11-20,17,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,260.0,9,9,59,59,59,50.0,facebook
260,FBMarlerino_1_C,Italy,2025-12-14,1,1,20,10.0,100.0,100.0,100.0,60,3,60,200,10,200,10,10,200,130.0,-191,52,182,182,182,0.0,facebook
261,FellowsSLOT,France,2025-07-28,1,1,30,2.0,100.0,100.0,100.0,60,2,60,60,2,60,2,2,60,0.0,50,50,50,50,50,0.0,Unknown
262,FellowsSLOT,France,2025-08-12,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,15,15,15,15,15,0.0,Unknown
263,FellowsSLOT,Poland,2025-10-18,4,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,18,18,18,18,18,0.0,facebook
264,FellowsSLOT,Poland,2025-10-20,20,4,80,1.0,0.0,0.0,0.0,80,4,80,80,4,80,4,4,80,600.0,69,69,70,70,70,0.0,facebook
265,FellowsSLOT,Poland,2025-10-21,1,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,150.0,32,32,32,32,32,0.0,facebook
266,Gambeat,Spain,2025-08-26,38,3,68,3.0,100.0,0.0,100.0,68,3,88,152,7,152,7,8,177,540.0,-77,-60,-7,-10,10,0.0,facebook
267,Gambeat,Spain,2025-08-27,7,1,20,2.0,100.0,0.0,100.0,20,1,20,41,2,41,2,2,41,180.0,16,16,33,33,33,0.0,facebook
268,Gambeat,Spain,2025-08-28,13,5,105,3.2,100.0,0.0,80.0,155,7,155,216,10,216,10,13,236,900.0,-210,-213,-166,-167,-151,0.0,facebook
269,Gambeat,Spain,2025-08-29,1,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,180.0,21,21,21,21,21,0.0,facebook
270,Gambeat,Spain,2025-09-03,1,1,20,3.0,100.0,100.0,100.0,40,2,60,60,3,60,3,3,60,180.0,29,43,45,45,44,0.0,facebook
271,Gambeat,Greece,2025-09-29,1,1,20,3.0,100.0,0.0,100.0,20,1,20,40,2,40,2,2,40,155.0,15,15,14,29,30,100.0,aso
272,GorillaTraff_C,Belgium,2025-11-09,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,17,17,17,17,17,0.0,facebook
273,GorillaTraff_C,Belgium,2025-11-10,1,1,100,1.0,0.0,0.0,0.0,100,1,100,100,1,100,1,1,100,160.0,-41,-31,-3,-25,-47,0.0,facebook
274,GorillaTraff_C,Belgium,2025-11-11,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,16,16,16,16,16,0.0,facebook
275,GorillaTraff_C,Belgium,2025-11-14,7,2,70,4.0,50.0,50.0,50.0,90,3,130,190,8,190,8,8,190,320.0,44,110,111,162,162,50.0,facebook
276,GorillaTraff_C,Belgium,2025-11-15,4,1,20,6.0,100.0,100.0,100.0,60,3,80,100,5,100,5,6,120,160.0,46,62,78,78,94,0.0,facebook
277,GorillaTraff_C,Belgium,2025-11-19,6,2,70,2.5,50.0,50.0,50.0,270,5,270,270,5,270,5,5,270,320.0,73,139,141,141,141,50.0,facebook
278,GorillaTraff_C,Belgium,2025-11-20,1,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,45,44,44,44,44,0.0,facebook
279,GorillaTraff_C,Belgium,2025-11-22,8,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,18,18,18,18,18,100.0,facebook
280,GorillaTraff_C,Belgium,2025-11-25,4,1,50,4.0,100.0,100.0,100.0,110,4,110,110,4,110,4,4,110,160.0,93,93,93,93,93,0.0,facebook
281,GorillaTraff_C,Belgium,2025-11-28,6,4,170,2.0,50.0,50.0,50.0,335,8,335,335,8,335,8,8,335,640.0,241,237,237,237,237,25.0,facebook
282,GorillaTraff_C,Belgium,2025-11-29,3,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,20,1,2,40,160.0,2,7,7,6,35,0.0,facebook
283,GorillaTraff_C,Belgium,2025-12-08,1,1,50,6.0,100.0,100.0,100.0,350,3,570,720,6,720,6,6,720,160.0,-1016,567,696,696,696,0.0,facebook
284,GorillaTraff_C,Belgium,2025-12-13,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,3,3,3,3,3,0.0,facebook
285,GorillaTraff_C,Spain,2025-11-17,9,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,0.0,3,29,29,29,29,100.0,facebook
286,JIGIT_MEDIA,Poland,2025-09-08,3,1,35,3.0,100.0,100.0,100.0,59,2,59,59,2,82,3,3,82,150.0,45,46,46,66,66,0.0,facebook
287,JIGIT_MEDIA,Poland,2025-09-12,1,1,23,1.0,0.0,0.0,0.0,23,1,23,23,1,23,1,1,23,150.0,17,17,17,17,17,0.0,facebook
288,KristinaX6,Italy,2025-10-20,33,7,148,1.29,28.57,0.0,0.0,148,7,148,148,7,168,8,8,168,1260.0,-84,-84,-84,-69,-68,28.57,facebook
289,KristinaX6,Italy,2025-10-21,1,1,30,6.0,100.0,100.0,100.0,75,3,75,75,3,157,5,6,157,180.0,-80,-80,-80,-9,-9,0.0,facebook
290,LazyHazy,Portugal,2025-07-28,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,17,17,17,17,17,100.0,Unknown
291,MarlerinoASO_C,Hungary,2025-12-10,2,1,16,2.0,100.0,0.0,100.0,16,1,31,31,2,31,2,2,31,95.0,12,-63,-53,-125,-125,0.0,aso
292,MarlerinoASO_C,Hungary,2025-12-11,3,2,78,2.5,100.0,50.0,100.0,99,3,99,141,5,141,5,5,141,190.0,78,78,114,114,114,0.0,aso
293,MarlerinoASO_C,Hungary,2025-12-13,4,1,26,1.0,0.0,0.0,0.0,26,1,26,26,1,26,1,1,26,95.0,22,22,22,22,22,0.0,aso
294,MarlerinoASO_C,Hungary,2025-12-14,4,1,16,1.0,0.0,0.0,0.0,16,1,16,16,1,16,1,1,16,95.0,13,13,13,13,13,100.0,aso
295,MarlerinoASO_C,Hungary,2025-12-18,2,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,95.0,18,18,18,18,18,100.0,aso
296,MarlerinoFB_DJ_C,Australia,2025-12-16,4,1,56,2.0,100.0,100.0,100.0,113,2,113,113,2,113,2,2,113,130.0,96,96,96,96,96,0.0,facebook
297,MarlerinoFB_DJ_C,Austria,2025-11-12,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,17,17,17,17,17,100.0,facebook
298,MarlerinoFB_DJ_C,Austria,2025-11-13,2,1,30,2.0,100.0,100.0,100.0,60,2,60,60,2,60,2,2,60,160.0,-134,-134,-134,-134,50,0.0,facebook
299,MarlerinoFB_DJ_C,Austria,2025-11-23,2,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,320.0,57,-1094,-1094,139,139,0.0,facebook
300,MarlerinoFB_DJ_C,Austria,2025-11-26,5,2,70,1.5,50.0,0.0,0.0,70,2,70,70,2,90,3,3,90,320.0,51,54,55,75,75,0.0,facebook
301,MarlerinoFB_DJ_C,Austria,2025-11-27,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,15,15,15,15,15,0.0,facebook
302,MarlerinoFB_DJ_C,Austria,2025-11-29,4,1,25,2.0,100.0,100.0,100.0,50,2,50,50,2,50,2,2,50,160.0,40,38,38,39,39,100.0,facebook
303,MarlerinoFB_DJ_C,Austria,2025-11-30,2,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,40,40,42,42,42,100.0,facebook
304,MarlerinoFB_DJ_C,Austria,2025-12-03,2,2,40,3.0,100.0,50.0,100.0,120,6,120,120,6,120,6,6,120,320.0,94,100,100,100,100,50.0,facebook
305,MarlerinoFB_DJ_C,Austria,2025-12-04,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,16,17,17,17,17,0.0,facebook
306,MarlerinoFB_DJ_C,Austria,2025-12-11,1,1,200,9.0,100.0,100.0,100.0,1100,4,1450,2100,9,2100,9,9,2100,160.0,910,1225,1716,1716,1716,0.0,facebook
307,MarlerinoFB_DJ_C,Austria,2025-12-14,1,1,20,2.0,100.0,100.0,100.0,50,2,50,50,2,50,2,2,50,160.0,31,33,39,39,39,0.0,facebook
308,MarlerinoFB_DJ_C,Belgium,2025-11-26,1,1,50,2.0,100.0,100.0,100.0,100,2,100,100,2,100,2,2,100,160.0,90,90,90,90,90,0.0,facebook
309,MarlerinoFB_DJ_C,Canada,2025-11-13,5,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,14,17,18,23,23,100.0,facebook
310,MarlerinoFB_DJ_C,Canada,2025-11-15,2,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,23,23,23,23,23,100.0,facebook
311,MarlerinoFB_DJ_C,Canada,2025-11-16,2,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,-5,25,25,25,25,0.0,facebook
312,MarlerinoFB_DJ_C,Canada,2025-11-17,3,1,31,3.0,100.0,0.0,0.0,31,1,31,31,1,61,2,2,61,130.0,24,24,24,49,49,0.0,facebook
313,MarlerinoFB_DJ_C,Canada,2025-11-18,1,1,62,6.0,100.0,100.0,100.0,123,2,216,216,5,247,6,6,247,130.0,-475,-63,116,182,183,100.0,facebook
314,MarlerinoFB_DJ_C,Canada,2025-11-19,1,1,31,3.0,100.0,0.0,100.0,31,1,62,62,2,62,2,3,86,130.0,20,54,54,55,77,100.0,facebook
315,MarlerinoFB_DJ_C,Canada,2025-11-20,3,3,74,2.0,66.67,66.67,66.67,148,6,148,148,6,148,6,6,148,390.0,88,120,120,120,120,33.33,facebook
316,MarlerinoFB_DJ_C,Canada,2025-11-25,1,1,25,2.0,100.0,100.0,100.0,49,2,49,49,2,49,2,2,49,130.0,39,37,37,37,37,0.0,facebook
